country,year,age_group,pop_male,pop_female,pop_total
Democratic Republic of the Congo,2021,65-74,989.887,1142.618,2132.504
Democratic Republic of the Congo,2021,75-84,349.823,456.298,806.121
Democratic Republic of the Congo,2021,85+,41.368,67.482,108.845
Democratic Republic of the Congo,2022,18-24,6430.688,6471.208,12901.897
Democratic Republic of the Congo,2022,25-34,6782.536,6884.44,13666.974
Democratic Republic of the Congo,2022,35-44,4360.517,4467.246,8827.763
Democratic Republic of the Congo,2022,45-54,2923.183,3078.506,6001.687
Democratic Republic of the Congo,2022,55-64,1936.526,2114.536,4051.062
Democratic Republic of the Congo,2022,65-74,1017.588,1174.307,2191.895
Democratic Republic of the Congo,2022,75-84,362.735,472.102,834.84
Democratic Republic of the Congo,2022,85+,43.046,69.759,112.805
Democratic Republic of the Congo,2023,18-24,6628.84,6675.768,13304.61
Democratic Republic of the Congo,2023,25-34,7007.716,7115.888,14123.605
Democratic Republic of the Congo,2023,35-44,4542.185,4653.393,9195.578
Democratic Republic of the Congo,2023,45-54,2988.475,3145.278,6133.754
Democratic Republic of the Congo,2023,55-64,1997.289,2182.294,4179.584
Democratic Republic of the Congo,2023,65-74,1050.571,1212.192,2262.763
Democratic Republic of the Congo,2023,75-84,376.106,488.201,864.312
Democratic Republic of the Congo,2023,85+,45.485,73.454,118.936
Democratic Republic of the Congo,2024,18-24,6841.436,6894.298,13735.734
Democratic Republic of the Congo,2024,25-34,7238.75,7353.013,14591.764
Democratic Republic of the Congo,2024,35-44,4730.136,4846.758,9576.893
Democratic Republic of the Congo,2024,45-54,3062.012,3219.569,6281.579
Democratic Republic of the Congo,2024,55-64,2059.653,2251.461,4311.116
Democratic Republic of the Congo,2024,65-74,1087.906,1254.926,2342.831
Democratic Republic of the Congo,2024,75-84,388.56,503.504,892.066
Democratic Republic of the Congo,2024,85+,48.22,77.761,125.979
Democratic Republic of the Congo,2025,18-24,7058.527,7117.128,14175.654
Democratic Republic of the Congo,2025,25-34,7485.639,7606.216,15091.857
Democratic Republic of the Congo,2025,35-44,4920.084,5043.026,9963.11
Democratic Republic of the Congo,2025,45-54,3146.101,3304.22,6450.32
Democratic Republic of the Congo,2025,55-64,2122.043,2320.375,4442.421
Democratic Republic of the Congo,2025,65-74,1127.598,1300.951,2428.548
Democratic Republic of the Congo,2025,75-84,400.322,517.73,918.05
Democratic Republic of the Congo,2025,85+,50.945,82.08,133.025
Democratic Republic of the Congo,2026,18-24,7288.345,7352.558,14640.903
Democratic Republic of the Congo,2026,25-34,7738.124,7865.541,15603.664
Democratic Republic of the Congo,2026,35-44,5115.297,5245.459,10360.758
Democratic Republic of the Congo,2026,45-54,3239.486,3398.204,6637.692
Democratic Republic of the Congo,2026,55-64,2184.033,2388.596,4572.624
Democratic Republic of the Congo,2026,65-74,1168.622,1349.546,2518.166
Democratic Republic of the Congo,2026,75-84,412.531,531.795,944.326
Democratic Republic of the Congo,2026,85+,53.67,86.416,140.084
Dominican Republic,2020,18-24,690.074,666.857,1356.933
Dominican Republic,2020,25-34,889.53,874.87,1764.4
Dominican Republic,2020,35-44,719.702,721.734,1441.435
Dominican Republic,2020,45-54,570.737,592.91,1163.647
Dominican Republic,2020,55-64,426.749,465.32,892.069
Dominican Republic,2020,65-74,225.151,262.005,487.156
Dominican Republic,2020,75-84,81.693,114.181,195.875
Dominican Republic,2020,85+,20.954,45.68,66.63
Dominican Republic,2021,18-24,691.212,667.528,1358.74
Dominican Republic,2021,25-34,901.468,885.597,1787.064
Dominican Republic,2021,35-44,729.945,731.678,1461.623
Dominican Republic,2021,45-54,580.154,602.243,1182.4
Dominican Republic,2021,55-64,436.438,477.081,913.52
Dominican Republic,2021,65-74,236.73,277.233,513.963
Dominican Republic,2021,75-84,83.256,117.363,200.62
Dominican Republic,2021,85+,20.812,46.517,67.326
Dominican Republic,2022,18-24,691.203,667.018,1358.221
Dominican Republic,2022,25-34,909.738,892.781,1802.518
Dominican Republic,2022,35-44,739.844,741.243,1481.086
Dominican Republic,2022,45-54,589.997,611.569,1201.562
Dominican Republic,2022,55-64,445.948,488.098,934.047
Dominican Republic,2022,65-74,249.226,293.073,542.299
Dominican Republic,2022,75-84,86.001,121.595,207.594
Dominican Republic,2022,85+,20.949,47.557,68.502
Dominican Republic,2023,18-24,690.572,665.806,1356.377
Dominican Republic,2023,25-34,913.375,895.299,1808.673
Dominican Republic,2023,35-44,750.142,751.162,1501.304
Dominican Republic,2023,45-54,600.457,621.204,1221.66
Dominican Republic,2023,55-64,455.109,498.116,953.226
Dominican Republic,2023,65-74,262.35,309.309,571.66
Dominican Republic,2023,75-84,89.979,127.023,217.003
Dominican Republic,2023,85+,21.404,48.946,70.346
Dominican Republic,2024,18-24,688.244,663.13,1351.371
Dominican Republic,2024,25-34,915.653,896.518,1812.169
Dominican Republic,2024,35-44,762.033,762.585,1524.619
Dominican Republic,2024,45-54,611.28,631.109,1242.389
Dominican Republic,2024,55-64,463.119,506.513,969.634
Dominican Republic,2024,65-74,275.297,325.115,600.412
Dominican Republic,2024,75-84,94.576,133.002,227.58
Dominican Republic,2024,85+,22.061,50.379,72.44
Dominican Republic,2025,18-24,683.649,658.426,1342.075
Dominican Republic,2025,25-34,918.856,898.684,1817.539
Dominican Republic,2025,35-44,774.906,774.925,1549.833
Dominican Republic,2025,45-54,622.262,641.164,1263.427
Dominican Republic,2025,55-64,470.566,514.071,984.635
Dominican Republic,2025,65-74,287.972,340.426,628.396
Dominican Republic,2025,75-84,99.992,140.095,240.083
Dominican Republic,2025,85+,22.852,51.948,74.799
Dominican Republic,2026,18-24,679.889,654.565,1334.453
Dominican Republic,2026,25-34,922.087,900.921,1823.005
Dominican Republic,2026,35-44,787.981,787.448,1575.43
Dominican Republic,2026,45-54,632.853,650.86,1283.715
Dominican Republic,2026,55-64,478.143,521.59,999.735
Dominican Republic,2026,65-74,300.053,355.017,655.069
Dominican Republic,2026,75-84,106.162,148.295,254.456
Dominican Republic,2026,85+,23.61,53.428,77.034
Ecuador,2020,18-24,1123.289,1088.436,2211.722
Ecuador,2020,25-34,1465.657,1441.038,2906.692
Ecuador,2020,35-44,1192.805,1199.194,2391.996
Ecuador,2020,45-54,900.599,926.74,1827.338
Ecuador,2020,55-64,632.252,673.669,1305.923
Ecuador,2020,65-74,394.768,442.495,837.265
Ecuador,2020,75-84,171.455,218.188,389.642
Ecuador,2020,85+,34.062,65.821,99.884
Ecuador,2021,18-24,1120.848,1085.223,2206.07
Ecuador,2021,25-34,1481.455,1456.825,2938.28
Ecuador,2021,35-44,1217.309,1223.27,2440.581
Ecuador,2021,45-54,920.677,947.674,1868.349
Ecuador,2021,55-64,645.998,690.719,1336.718
Ecuador,2021,65-74,401.458,454.367,855.824
Ecuador,2021,75-84,173.593,223.634,397.224
Ecuador,2021,85+,34.99,68.27,103.26
Ecuador,2022,18-24,1116.322,1079.995,2196.317
Ecuador,2022,25-34,1496.05,1471.36,2967.411
Ecuador,2022,35-44,1240.374,1245.588,2485.964
Ecuador,2022,45-54,942.037,969.241,1911.279
Ecuador,2022,55-64,663.507,709.494,1372.999
Ecuador,2022,65-74,413.042,469.153,882.195
Ecuador,2022,75-84,178.962,231.353,410.314
Ecuador,2022,85+,36.254,70.491,106.741
Ecuador,2023,18-24,1112.402,1075.251,2187.65
Ecuador,2023,25-34,1509.956,1484.668,2994.621
Ecuador,2023,35-44,1263.384,1267.363,2530.747
Ecuador,2023,45-54,964.872,991.827,1956.696
Ecuador,2023,55-64,683.641,730.02,1413.662
Ecuador,2023,65-74,427.36,485.794,913.152
Ecuador,2023,75-84,187.93,242.804,430.733
Ecuador,2023,85+,37.972,73.254,111.223
Ecuador,2024,18-24,1109.467,1071.523,2180.991
Ecuador,2024,25-34,1521.626,1495.445,3017.072
Ecuador,2024,35-44,1286.797,1289.333,2576.13
Ecuador,2024,45-54,988.37,1015.046,2003.416
Ecuador,2024,55-64,704.712,751.269,1455.983
Ecuador,2024,65-74,441.566,501.53,943.094
Ecuador,2024,75-84,198.127,255.708,453.838
Ecuador,2024,85+,39.903,76.391,116.291
Ecuador,2025,18-24,1107.954,1069.313,2177.269
Ecuador,2025,25-34,1530.77,1503.417,3034.185
Ecuador,2025,35-44,1310.526,1311.484,2622.012
Ecuador,2025,45-54,1012.587,1038.961,2051.549
Ecuador,2025,55-64,726.333,772.993,1499.323
Ecuador,2025,65-74,456.311,517.395,973.708
Ecuador,2025,75-84,208.257,268.746,477.003
Ecuador,2025,85+,41.928,79.642,121.569
Ecuador,2026,18-24,1108.595,1069.363,2177.959
Ecuador,2026,25-34,1537.279,1508.624,3045.903
Ecuador,2026,35-44,1334.044,1333.439,2667.484
Ecuador,2026,45-54,1037.537,1063.626,2101.162
Ecuador,2026,55-64,748.257,794.932,1543.185
Ecuador,2026,65-74,471.882,534.029,1005.91
Ecuador,2026,75-84,218.321,281.748,500.067
Ecuador,2026,85+,44.176,83.275,127.448
Egypt,2020,18-24,6615.783,6309.93,12925.713
Egypt,2020,25-34,8728.834,8411.433,17140.269
Egypt,2020,35-44,7153.803,6933.067,14086.869
Egypt,2020,45-54,5198.433,5015.636,10214.067
Egypt,2020,55-64,3504.124,3698.438,7202.562
Egypt,2020,65-74,1696.703,2124.14,3820.84
Egypt,2020,75-84,436.693,694.972,1131.664
Egypt,2020,85+,57.524,118.144,175.667
Egypt,2021,18-24,6729.83,6429.243,13159.071
Egypt,2021,25-34,8772.363,8436.007,17208.371
Egypt,2021,35-44,7351.713,7145.393,14497.106
Egypt,2021,45-54,5335.043,5146.074,10481.115
Egypt,2021,55-64,3608.116,3784.429,7392.546
Egypt,2021,65-74,1757.178,2193.747,3950.923
Egypt,2021,75-84,439.748,704.989,1144.738
Egypt,2021,85+,53.009,111.708,164.718
Egypt,2022,18-24,6839.769,6545.635,13385.399
Egypt,2022,25-34,8819.109,8465.589,17284.698
Egypt,2022,35-44,7546.308,7352.135,14898.441
Egypt,2022,45-54,5478.876,5287.082,10765.955
Egypt,2022,55-64,3714.125,3872.081,7586.207
Egypt,2022,65-74,1823.811,2267.463,4091.274
Egypt,2022,75-84,456.788,731.683,1188.473
Egypt,2022,85+,50.394,107.526,157.919
Egypt,2023,18-24,6960.687,6673.425,13634.112
Egypt,2023,25-34,8898.942,8531.292,17430.234
Egypt,2023,35-44,7754.444,7565.846,15320.293
Egypt,2023,45-54,5637.583,5446.323,11083.905
Egypt,2023,55-64,3826.213,3966.334,7792.547
Egypt,2023,65-74,1904.146,2358.217,4262.362
Egypt,2023,75-84,490.347,779.316,1269.661
Egypt,2023,85+,50.964,109.081,160.044
Egypt,2024,18-24,7084.665,6801.558,13886.222
Egypt,2024,25-34,9001.093,8619.16,17620.252
Egypt,2024,35-44,7961.49,7771.594,15733.085
Egypt,2024,45-54,5806.437,5619.586,11426.023
Egypt,2024,55-64,3941.946,4063.907,8005.854
Egypt,2024,65-74,1991.062,2456.347,4447.405
Egypt,2024,75-84,525.726,826.421,1352.148
Egypt,2024,85+,51.955,110.938,162.888
Egypt,2025,18-24,7200.189,6917.641,14117.828
Egypt,2025,25-34,9084.763,8691.109,17775.872
Egypt,2025,35-44,8140.034,7945.152,16085.189
Egypt,2025,45-54,5975.902,5797.743,11773.644
Egypt,2025,55-64,4054.198,4160.091,8214.292
Egypt,2025,65-74,2082.013,2555.322,4637.334
Egypt,2025,75-84,560.701,875.248,1435.95
Egypt,2025,85+,53.173,112.847,166.018
Egypt,2026,18-24,7327.059,7042.078,14369.138
Egypt,2026,25-34,9164.731,8766.27,17931.003
Egypt,2026,35-44,8295.823,8092.324,16388.146
Egypt,2026,45-54,6146.578,5979.504,12126.082
Egypt,2026,55-64,4163.804,4255.794,8419.598
Egypt,2026,65-74,2173.567,2650.759,4824.327
Egypt,2026,75-84,596.836,929.27,1526.103
Egypt,2026,85+,54.618,115.189,169.807
El Salvador,2020,18-24,467.692,446.875,914.566
El Salvador,2020,25-34,508.719,522.599,1031.319
El Salvador,2020,35-44,324.507,423.805,748.314
El Salvador,2020,45-54,260.028,360.754,620.78
El Salvador,2020,55-64,183.909,263.363,447.273
El Salvador,2020,65-74,121.44,172.692,294.133
El Salvador,2020,75-84,59.163,92.037,151.198
El Salvador,2020,85+,11.996,23.354,35.349
El Salvador,2021,18-24,459.446,437.989,897.434
El Salvador,2021,25-34,531.014,538.023,1069.038
El Salvador,2021,35-44,327.26,423.448,750.704
El Salvador,2021,45-54,262.289,366.591,628.881
El Salvador,2021,55-64,186.913,270.291,457.205
El Salvador,2021,65-74,122.019,176.425,298.443
El Salvador,2021,75-84,59.275,93.402,152.679
El Salvador,2021,85+,11.521,22.964,34.481
El Salvador,2022,18-24,448.536,426.81,875.348
El Salvador,2022,25-34,551.883,552.702,1104.583
El Salvador,2022,35-44,331.663,423.584,755.247
El Salvador,2022,45-54,264.875,372.668,637.543
El Salvador,2022,55-64,190.472,277.517,467.991
El Salvador,2022,65-74,123.179,180.659,303.837
El Salvador,2022,75-84,59.947,95.128,155.075
El Salvador,2022,85+,11.555,23.269,34.821
El Salvador,2023,18-24,435.889,414.161,850.052
El Salvador,2023,25-34,570.97,566.379,1137.347
El Salvador,2023,35-44,338.432,424.803,763.237
El Salvador,2023,45-54,268.031,379.08,647.112
El Salvador,2023,55-64,194.504,284.984,479.487
El Salvador,2023,65-74,124.807,185.349,310.159
El Salvador,2023,75-84,61.045,97.376,158.419
El Salvador,2023,85+,11.935,24.285,36.218
El Salvador,2024,18-24,422.607,401.013,823.621
El Salvador,2024,25-34,587.243,578.505,1165.749
El Salvador,2024,35-44,347.874,427.563,775.438
El Salvador,2024,45-54,271.378,385.259,656.639
El Salvador,2024,55-64,198.651,292.263,490.918
El Salvador,2024,65-74,126.599,190.111,316.71
El Salvador,2024,75-84,62.241,99.801,162.04
El Salvador,2024,85+,12.371,25.356,37.726
El Salvador,2025,18-24,411.163,389.649,800.812
El Salvador,2025,25-34,599.665,588.047,1187.712
El Salvador,2025,35-44,360.265,432.357,792.623
El Salvador,2025,45-54,274.62,390.682,665.304
El Salvador,2025,55-64,202.86,299.363,502.221
El Salvador,2025,65-74,128.594,194.997,323.594
El Salvador,2025,75-84,63.534,102.462,165.997
El Salvador,2025,85+,12.854,26.479,39.33
El Salvador,2026,18-24,401.959,380.418,782.376
El Salvador,2026,25-34,607.385,593.778,1201.161
El Salvador,2026,35-44,375.411,439.314,814.726
El Salvador,2026,45-54,277.42,395.014,672.435
El Salvador,2026,55-64,207.006,306.344,513.351
El Salvador,2026,65-74,130.738,200.121,330.863
El Salvador,2026,75-84,64.827,105.366,170.192
El Salvador,2026,85+,13.344,27.637,40.977
Finland,2020,18-24,221.119,208.174,429.29
Finland,2020,25-34,364.73,342.525,707.252
Finland,2020,35-44,365.371,344.39,709.76
Finland,2020,45-54,338.183,329.412,667.594
Finland,2020,55-64,359.307,367.468,726.773
Finland,2020,65-74,335.338,372.088,707.428
Finland,2020,75-84,163.857,219.248,383.105
Finland,2020,85+,48.779,104.339,153.12
Finland,2021,18-24,218.911,206.201,425.113
Finland,2021,25-34,366.175,343.251,709.424
Finland,2021,35-44,367.701,345.896,713.595
Finland,2021,45-54,336.991,326.833,663.821
Finland,2021,55-64,357.813,365.262,723.071
Finland,2021,65-74,334.593,370.979,705.57
Finland,2021,75-84,174.807,230.67,405.477
Finland,2021,85+,50.649,105.827,156.471
Finland,2022,18-24,218.804,206.318,425.125
Finland,2022,25-34,367.361,344.338,711.699
Finland,2022,35-44,370.529,347.531,718.061
Finland,2022,45-54,337.819,326.487,664.306
Finland,2022,55-64,358.346,365.144,723.491
Finland,2022,65-74,332.981,369.121,702.103
Finland,2022,75-84,187.691,244.901,432.591
Finland,2022,85+,51.496,107.494,158.987
Finland,2023,18-24,219.679,207.595,427.275
Finland,2023,25-34,365.656,343.235,708.889
Finland,2023,35-44,374.252,350.641,724.896
Finland,2023,45-54,339.733,327.308,667.042
Finland,2023,55-64,360.673,366.9,727.574
Finland,2023,65-74,330.888,366.882,697.769
Finland,2023,75-84,200.593,259.577,460.169
Finland,2023,85+,52.655,110.049,162.702
Finland,2024,18-24,222.871,211.487,434.36
Finland,2024,25-34,361.947,339.654,701.602
Finland,2024,35-44,377.329,353.224,730.553
Finland,2024,45-54,341.53,328.138,669.667
Finland,2024,55-64,360.103,365.439,725.542
Finland,2024,65-74,327.83,363.138,690.969
Finland,2024,75-84,211.572,271.762,483.335
Finland,2024,85+,55.122,112.96,168.081
Finland,2025,18-24,228.167,217.315,445.484
Finland,2025,25-34,357.396,334.863,692.256
Finland,2025,35-44,379.518,354.843,734.362
Finland,2025,45-54,343.996,329.608,673.604
Finland,2025,55-64,356.415,360.692,717.111
Finland,2025,65-74,325.478,360.125,685.602
Finland,2025,75-84,221.243,282.665,503.91
Finland,2025,85+,57.086,114.358,171.442
Finland,2026,18-24,233.257,222.619,455.876
Finland,2026,25-34,351.542,329.036,680.577
Finland,2026,35-44,381.016,355.846,736.86
Finland,2026,45-54,347.604,331.893,679.498
Finland,2026,55-64,351.511,354.991,706.5
Finland,2026,65-74,324.446,358.5,682.947
Finland,2026,75-84,228.163,290.439,518.6
Finland,2026,85+,60.195,117.21,177.406
France,2020,18-24,2807.665,2687.569,5495.236
France,2020,25-34,3786.785,3856.821,7643.606
France,2020,35-44,4004.077,4116.128,8120.204
France,2020,45-54,4269.883,4407.751,8677.63
France,2020,55-64,4035.615,4345.531,8381.147
France,2020,65-74,3438.562,3951.989,7390.548
France,2020,75-84,1728.639,2293.944,4022.583
France,2020,85+,724.296,1536.229,2260.523
France,2021,18-24,2844.006,2713.556,5557.562
France,2021,25-34,3789.582,3841.616,7631.201
France,2021,35-44,4002.949,4131.724,8134.675
France,2021,45-54,4233.014,4361.285,8594.299
France,2021,55-64,4052.675,4359.746,8412.422
France,2021,65-74,3482.183,4015.775,7497.959
France,2021,75-84,1786.41,2353.081,4139.491
France,2021,85+,734.284,1539.351,2273.632
France,2022,18-24,2884.703,2744.112,5628.819
France,2022,25-34,3795.847,3821.292,7617.139
France,2022,35-44,3995.49,4144.301,8139.791
France,2022,45-54,4214.18,4329.004,8543.184
France,2022,55-64,4061.491,4364.354,8425.848
France,2022,65-74,3488.795,4030.91,7519.702
France,2022,75-84,1888.74,2471.239,4359.98
France,2022,85+,743.772,1544.899,2288.672
France,2023,18-24,2900.368,2754.211,5654.58
France,2023,25-34,3816.593,3813.648,7630.238
France,2023,35-44,3981.457,4147.489,8128.951
France,2023,45-54,4208.197,4308.39,8516.586
France,2023,55-64,4066.304,4367.562,8433.867
France,2023,65-74,3492.077,4039.217,7531.293
France,2023,75-84,2004.348,2605.785,4610.134
France,2023,85+,756.636,1551.814,2308.45
France,2024,18-24,2938.396,2789.892,5728.288
France,2024,25-34,3829.926,3802.339,7632.263
France,2024,35-44,3958.244,4133.618,8091.863
France,2024,45-54,4190.235,4280.522,8470.755
France,2024,55-64,4065.138,4365.844,8430.982
France,2024,65-74,3497.218,4046.781,7544.002
France,2024,75-84,2118.405,2738.081,4856.488
France,2024,85+,776.6,1561.122,2337.725
France,2025,18-24,2996.278,2850.46,5846.738
France,2025,25-34,3838.663,3791.664,7630.328
France,2025,35-44,3918.575,4092.232,8010.806
France,2025,45-54,4167.377,4258.119,8425.495
France,2025,55-64,4062.791,4361.846,8424.638
France,2025,65-74,3506.484,4054.478,7560.962
France,2025,75-84,2232.15,2876.393,5108.539
France,2025,85+,792.181,1562.666,2354.849
France,2026,18-24,3040.155,2900.312,5940.467
France,2026,25-34,3864.537,3796.994,7661.531
France,2026,35-44,3874.711,4040.613,7915.323
France,2026,45-54,4137.88,4234.92,8372.798
France,2026,55-64,4067.595,4364.539,8432.136
France,2026,65-74,3521.638,4066.372,7588.013
France,2026,75-84,2344.564,3019.724,5364.291
France,2026,85+,799.439,1552.125,2351.567
Georgia,2020,18-24,153.995,145.925,299.923
Georgia,2020,25-34,266.025,273.676,539.702
Georgia,2020,35-44,245.877,267.893,513.772
Georgia,2020,45-54,214.051,252.204,466.255
Georgia,2020,55-64,211.724,277.277,489.0
Georgia,2020,65-74,130.63,200.501,331.133
Georgia,2020,75-84,57.859,120.607,178.465
Georgia,2020,85+,11.979,43.509,55.484
Georgia,2021,18-24,152.171,143.451,295.62
Georgia,2021,25-34,259.776,265.793,525.569
Georgia,2021,35-44,250.061,270.993,521.054
Georgia,2021,45-54,213.698,250.711,464.407
Georgia,2021,55-64,209.267,275.822,485.087
Georgia,2021,65-74,134.284,207.492,341.778
Georgia,2021,75-84,54.319,115.124,169.445
Georgia,2021,85+,11.912,44.715,56.624
Georgia,2022,18-24,152.241,143.191,295.436
Georgia,2022,25-34,256.012,260.229,516.24
Georgia,2022,35-44,255.296,275.086,530.382
Georgia,2022,45-54,214.582,250.727,465.309
Georgia,2022,55-64,206.299,273.274,479.573
Georgia,2022,65-74,137.271,212.896,350.165
Georgia,2022,75-84,52.377,111.691,164.065
Georgia,2022,85+,11.936,46.351,58.288
Georgia,2023,18-24,153.081,143.936,297.019
Georgia,2023,25-34,253.083,255.236,508.316
Georgia,2023,35-44,260.2,278.987,539.19
Georgia,2023,45-54,215.946,251.61,467.558
Georgia,2023,55-64,203.371,270.157,473.527
Georgia,2023,65-74,140.666,218.223,358.889
Georgia,2023,75-84,52.238,110.873,163.11
Georgia,2023,85+,12.185,49.03,61.211
Georgia,2024,18-24,153.158,144.06,297.219
Georgia,2024,25-34,247.548,247.535,495.082
Georgia,2024,35-44,264.113,282.032,546.149
Georgia,2024,45-54,216.965,252.508,469.472
Georgia,2024,55-64,200.226,265.937,466.163
Georgia,2024,65-74,144.053,223.243,367.292
Georgia,2024,75-84,52.971,111.144,164.116
Georgia,2024,85+,12.474,51.552,64.024
Georgia,2025,18-24,154.21,145.325,299.537
Georgia,2025,25-34,240.973,238.81,479.781
Georgia,2025,35-44,268.183,285.318,553.501
Georgia,2025,45-54,218.262,253.682,471.946
Georgia,2025,55-64,197.049,260.976,458.021
Georgia,2025,65-74,147.425,228.331,375.757
Georgia,2025,75-84,54.345,112.617,166.959
Georgia,2025,85+,12.635,53.388,66.02
Georgia,2026,18-24,156.901,148.178,305.078
Georgia,2026,25-34,234.483,230.233,464.718
Georgia,2026,35-44,271.46,287.926,559.386
Georgia,2026,45-54,220.106,255.101,475.208
Georgia,2026,55-64,193.784,255.722,449.508
Georgia,2026,65-74,150.709,233.431,384.143
Georgia,2026,75-84,56.26,115.467,171.727
Georgia,2026,85+,12.512,54.12,66.626
Germany,2020,18-24,3273.903,2985.503,6259.407
Germany,2020,25-34,5475.82,5112.634,10588.457
Germany,2020,35-44,5219.371,5108.35,10327.721
Germany,2020,45-54,5951.608,5877.138,11828.747
Germany,2020,55-64,6240.374,6314.719,12555.097
Germany,2020,65-74,4135.599,4609.529,8745.125
Germany,2020,75-84,3065.211,3989.165,7054.376
Germany,2020,85+,836.083,1632.883,2468.964
Germany,2021,18-24,3196.503,2925.726,6122.229
Germany,2021,25-34,5436.559,5063.23,10499.789
Germany,2021,35-44,5292.484,5169.452,10461.935
Germany,2021,45-54,5729.817,5673.082,11402.901
Germany,2021,55-64,6373.487,6439.705,12813.193
Germany,2021,65-74,4287.418,4781.132,9068.551
Germany,2021,75-84,2965.773,3858.956,6824.726
Germany,2021,85+,909.355,1723.33,2632.687
Germany,2022,18-24,3110.596,2860.959,5971.556
Germany,2022,25-34,5410.45,5020.57,10431.018
Germany,2022,35-44,5398.747,5252.516,10651.263
Germany,2022,45-54,5562.315,5517.039,11079.356
Germany,2022,55-64,6516.739,6581.466,13098.205
Germany,2022,65-74,4437.699,4950.179,9387.877
Germany,2022,75-84,2914.513,3780.386,6694.9
Germany,2022,85+,983.168,1818.905,2802.07
Germany,2023,18-24,3034.48,2807.157,5841.641
Germany,2023,25-34,5369.427,4966.432,10335.858
Germany,2023,35-44,5523.447,5348.983,10872.43
Germany,2023,45-54,5428.514,5392.309,10820.822
Germany,2023,55-64,6642.625,6707.585,13350.209
Germany,2023,65-74,4582.642,5109.109,9691.75
Germany,2023,75-84,2893.153,3732.48,6625.632
Germany,2023,85+,1049.641,1901.556,2951.198
Germany,2024,18-24,2976.214,2772.507,5748.723
Germany,2024,25-34,5266.098,4853.531,10119.631
Germany,2024,35-44,5606.819,5403.97,11010.787
Germany,2024,45-54,5287.157,5260.352,10547.51
Germany,2024,55-64,6688.39,6750.704,13439.091
Germany,2024,65-74,4706.884,5235.672,9942.554
Germany,2024,75-84,2871.355,3683.214,6554.569
Germany,2024,85+,1121.932,1993.332,3115.265
Germany,2025,18-24,2930.728,2747.709,5678.438
Germany,2025,25-34,5093.116,4680.123,9773.239
Germany,2025,35-44,5631.83,5401.013,11032.841
Germany,2025,45-54,5171.052,5151.693,10322.743
Germany,2025,55-64,6645.416,6705.831,13351.248
Germany,2025,65-74,4818.806,5339.84,10158.645
Germany,2025,75-84,2852.993,3642.099,6495.092
Germany,2025,85+,1191.709,2083.033,3274.745
Germany,2026,18-24,2918.282,2748.444,5666.725
Germany,2026,25-34,4932.026,4526.634,9458.659
Germany,2026,35-44,5626.096,5368.177,10994.273
Germany,2026,45-54,5103.84,5087.49,10191.329
Germany,2026,55-64,6552.82,6612.725,13165.545
Germany,2026,65-74,4946.116,5455.899,10402.013
Germany,2026,75-84,2847.321,3622.194,6469.516
Germany,2026,85+,1249.599,2155.843,3405.441
Ghana,2020,18-24,2043.091,2010.397,4053.487
Ghana,2020,25-34,2477.587,2455.034,4932.621
Ghana,2020,35-44,1897.195,1906.701,3803.894
Ghana,2020,45-54,1255.895,1299.845,2555.74
Ghana,2020,55-64,760.63,813.497,1574.126
Ghana,2020,65-74,340.814,405.928,746.74
Ghana,2020,75-84,127.517,180.961,308.477
Ghana,2020,85+,20.362,30.516,50.875
Ghana,2021,18-24,2094.594,2062.278,4156.874
Ghana,2021,25-34,2506.114,2484.647,4990.759
Ghana,2021,35-44,1957.737,1965.962,3923.702
Ghana,2021,45-54,1293.561,1338.076,2631.635
Ghana,2021,55-64,795.346,852.833,1648.178
Ghana,2021,65-74,355.445,419.953,775.397
Ghana,2021,75-84,129.185,183.284,312.469
Ghana,2021,85+,20.597,31.873,52.466
Ghana,2022,18-24,2147.478,2115.65,4263.129
Ghana,2022,25-34,2532.829,2512.839,5045.668
Ghana,2022,35-44,2014.65,2021.779,4036.428
Ghana,2022,45-54,1335.099,1380.147,2715.249
Ghana,2022,55-64,830.204,892.295,1722.498
Ghana,2022,65-74,372.696,436.62,809.317
Ghana,2022,75-84,131.255,185.427,316.68
Ghana,2022,85+,21.122,33.49,54.61
Ghana,2023,18-24,2202.016,2170.897,4372.912
Ghana,2023,25-34,2562.604,2544.416,5107.022
Ghana,2023,35-44,2064.275,2071.082,4135.356
Ghana,2023,45-54,1383.398,1428.44,2811.839
Ghana,2023,55-64,866.51,933.181,1799.689
Ghana,2023,65-74,391.648,455.589,847.238
Ghana,2023,75-84,134.267,188.297,322.565
Ghana,2023,85+,21.809,35.507,57.314
Ghana,2024,18-24,2255.075,2224.851,4479.925
Ghana,2024,25-34,2597.862,2581.642,5179.505
Ghana,2024,35-44,2107.6,2115.312,4222.916
Ghana,2024,45-54,1435.84,1480.165,2916.0
Ghana,2024,55-64,905.076,975.612,1880.687
Ghana,2024,65-74,410.639,475.641,886.283
Ghana,2024,75-84,138.513,192.042,330.554
Ghana,2024,85+,22.427,37.426,59.852
Ghana,2025,18-24,2300.211,2271.076,4571.288
Ghana,2025,25-34,2639.793,2625.436,5265.229
Ghana,2025,35-44,2154.123,2162.855,4316.98
Ghana,2025,45-54,1485.798,1529.741,3015.54
Ghana,2025,55-64,944.435,1017.749,1962.18
Ghana,2025,65-74,429.995,496.125,926.122
Ghana,2025,75-84,142.913,196.963,339.878
Ghana,2025,85+,22.963,39.172,62.134
