country,year,age_group,pop_male,pop_female,pop_total
Japan,2024,35-44,7174.62,6982.826,14157.444
Japan,2024,45-54,9436.747,9281.446,18718.196
Japan,2024,55-64,8043.186,7886.443,15929.629
Japan,2024,65-74,7558.045,7991.436,15549.479
Japan,2024,75-84,6391.321,8059.514,14450.837
Japan,2024,85+,2255.858,4598.43,6854.292
Japan,2025,18-24,4323.816,4111.641,8435.457
Japan,2025,25-34,6199.028,5958.304,12157.332
Japan,2025,35-44,6986.862,6792.214,13779.076
Japan,2025,45-54,9266.151,9123.462,18389.614
Japan,2025,55-64,8189.865,8042.856,16232.721
Japan,2025,65-74,7353.683,7741.405,15095.085
Japan,2025,75-84,6522.955,8195.062,14718.02
Japan,2025,85+,2362.672,4747.999,7110.671
Japan,2026,18-24,4341.984,4137.876,8479.862
Japan,2026,25-34,6195.681,5953.745,12149.425
Japan,2026,35-44,6821.832,6624.593,13446.425
Japan,2026,45-54,9032.309,8897.485,17929.795
Japan,2026,55-64,8372.963,8240.891,16613.854
Japan,2026,65-74,7180.322,7540.367,14720.689
Japan,2026,75-84,6599.316,8244.844,14844.161
Japan,2026,85+,2481.895,4922.278,7404.171
Jordan,2020,18-24,709.065,678.062,1387.125
Jordan,2020,25-34,971.71,850.665,1822.373
Jordan,2020,35-44,724.667,651.182,1375.851
Jordan,2020,45-54,559.483,488.335,1047.82
Jordan,2020,55-64,320.732,292.187,612.922
Jordan,2020,65-74,147.583,141.562,289.148
Jordan,2020,75-84,52.75,61.774,114.525
Jordan,2020,85+,7.301,12.682,19.976
Jordan,2021,18-24,705.721,682.074,1387.795
Jordan,2021,25-34,992.842,872.782,1865.623
Jordan,2021,35-44,745.851,669.464,1415.314
Jordan,2021,45-54,574.678,503.484,1078.161
Jordan,2021,55-64,340.853,309.936,650.787
Jordan,2021,65-74,154.655,149.793,304.447
Jordan,2021,75-84,54.228,63.838,118.067
Jordan,2021,85+,7.59,13.284,20.87
Jordan,2022,18-24,705.778,688.378,1394.158
Jordan,2022,25-34,1007.889,891.779,1899.668
Jordan,2022,35-44,767.689,687.269,1454.956
Jordan,2022,45-54,588.455,517.817,1106.271
Jordan,2022,55-64,361.759,327.815,689.574
Jordan,2022,65-74,162.773,158.892,321.663
Jordan,2022,75-84,56.173,66.137,122.314
Jordan,2022,85+,8.102,14.173,22.271
Jordan,2023,18-24,710.794,697.111,1407.906
Jordan,2023,25-34,1015.398,906.904,1922.302
Jordan,2023,35-44,789.646,704.219,1493.865
Jordan,2023,45-54,601.611,531.774,1133.387
Jordan,2023,55-64,383.744,346.105,729.849
Jordan,2023,65-74,172.392,169.129,341.519
Jordan,2023,75-84,59.121,69.293,128.415
Jordan,2023,85+,8.92,15.593,24.509
Jordan,2024,18-24,717.655,707.055,1424.71
Jordan,2024,25-34,1003.808,906.956,1910.767
Jordan,2024,35-44,805.88,715.352,1521.232
Jordan,2024,45-54,611.986,543.362,1155.346
Jordan,2024,55-64,404.462,363.359,767.818
Jordan,2024,65-74,181.535,178.929,360.466
Jordan,2024,75-84,62.424,72.771,135.196
Jordan,2024,85+,9.782,17.117,26.897
Jordan,2025,18-24,719.537,712.893,1432.429
Jordan,2025,25-34,965.523,883.986,1849.508
Jordan,2025,35-44,810.365,715.584,1525.948
Jordan,2025,45-54,617.123,550.31,1167.432
Jordan,2025,55-64,421.844,377.837,799.684
Jordan,2025,65-74,189.029,187.268,376.298
Jordan,2025,75-84,65.78,76.316,142.094
Jordan,2025,85+,10.634,18.626,29.256
Jordan,2026,18-24,738.039,733.778,1471.816
Jordan,2026,25-34,942.403,875.28,1817.685
Jordan,2026,35-44,821.764,722.162,1543.925
Jordan,2026,45-54,625.485,560.181,1185.668
Jordan,2026,55-64,440.858,393.925,834.784
Jordan,2026,65-74,199.409,198.21,397.62
Jordan,2026,75-84,69.481,80.197,149.679
Jordan,2026,85+,11.46,20.086,31.542
Kenya,2020,18-24,3500.1,3636.271,7136.37
Kenya,2020,25-34,4004.293,4084.155,8088.446
Kenya,2020,35-44,2899.182,2790.503,5689.682
Kenya,2020,45-54,1831.526,1817.568,3649.094
Kenya,2020,55-64,1003.749,1071.707,2075.459
Kenya,2020,65-74,435.269,503.566,938.835
Kenya,2020,75-84,147.525,237.028,384.553
Kenya,2020,85+,45.225,87.846,133.068
Kenya,2021,18-24,3614.025,3744.724,7358.748
Kenya,2021,25-34,4063.019,4172.303,8235.322
Kenya,2021,35-44,2997.841,2888.085,5885.924
Kenya,2021,45-54,1893.932,1875.722,3769.655
Kenya,2021,55-64,1051.626,1123.96,2175.585
Kenya,2021,65-74,449.436,526.237,975.675
Kenya,2021,75-84,151.51,239.287,390.797
Kenya,2021,85+,44.684,88.886,133.566
Kenya,2022,18-24,3732.898,3854.44,7587.339
Kenya,2022,25-34,4124.428,4262.594,8387.02
Kenya,2022,35-44,3098.067,2991.557,6089.625
Kenya,2022,45-54,1958.832,1936.312,3895.144
Kenya,2022,55-64,1101.518,1176.118,2277.635
Kenya,2022,65-74,467.226,552.76,1019.986
Kenya,2022,75-84,157.941,242.283,400.224
Kenya,2022,85+,43.959,89.579,133.535
Kenya,2023,18-24,3859.642,3964.749,7824.389
Kenya,2023,25-34,4196.905,4364.948,8561.855
Kenya,2023,35-44,3198.133,3102.879,6301.012
Kenya,2023,45-54,2025.364,2000.079,4025.444
Kenya,2023,55-64,1151.038,1226.027,2377.062
Kenya,2023,65-74,487.504,581.595,1069.098
Kenya,2023,75-84,166.95,246.052,413.003
Kenya,2023,85+,42.008,88.09,130.096
Kenya,2024,18-24,3986.628,4073.265,8059.892
Kenya,2024,25-34,4279.71,4473.874,8753.582
Kenya,2024,35-44,3294.714,3216.466,6511.178
Kenya,2024,45-54,2094.35,2066.531,4160.882
Kenya,2024,55-64,1200.067,1275.336,2475.406
Kenya,2024,65-74,507.988,610.979,1118.967
Kenya,2024,75-84,177.155,251.166,428.318
Kenya,2024,85+,40.152,86.461,126.612
Kenya,2025,18-24,4114.103,4181.009,8295.111
Kenya,2025,25-34,4374.465,4589.866,8964.331
Kenya,2025,35-44,3385.956,3330.778,6716.734
Kenya,2025,45-54,2165.767,2135.873,4301.64
Kenya,2025,55-64,1248.806,1324.46,2573.268
Kenya,2025,65-74,532.397,642.324,1174.722
Kenya,2025,75-84,184.392,255.693,440.082
Kenya,2025,85+,38.488,84.743,123.224
Kenya,2026,18-24,4239.482,4286.802,8526.284
Kenya,2026,25-34,4484.407,4713.867,9198.27
Kenya,2026,35-44,3469.119,3441.679,6910.797
Kenya,2026,45-54,2240.738,2209.051,4449.788
Kenya,2026,55-64,1297.925,1374.131,2672.055
Kenya,2026,65-74,561.774,676.556,1238.328
Kenya,2026,75-84,188.837,260.217,449.054
Kenya,2026,85+,37.372,83.422,120.793
Korea| South,2020,18-24,2360.566,2156.59,4517.156
Korea| South,2020,25-34,3669.307,3251.226,6920.534
Korea| South,2020,35-44,3987.405,3768.501,7755.903
Korea| South,2020,45-54,4403.671,4315.813,8719.484
Korea| South,2020,55-64,4002.211,4053.971,8056.179
Korea| South,2020,65-74,2203.502,2439.346,4642.848
Korea| South,2020,75-84,1090.351,1608.784,2699.136
Korea| South,2020,85+,229.865,633.288,863.151
Korea| South,2021,18-24,2242.623,2069.367,4311.991
Korea| South,2021,25-34,3695.558,3277.133,6972.691
Korea| South,2021,35-44,3934.376,3709.697,7644.077
Korea| South,2021,45-54,4366.416,4278.053,8644.469
Korea| South,2021,55-64,4061.859,4101.406,8163.263
Korea| South,2021,65-74,2360.415,2603.969,4964.382
Korea| South,2021,75-84,1121.208,1625.181,2746.388
Korea| South,2021,85+,248.293,678.691,926.989
Korea| South,2022,18-24,2132.411,1968.813,4101.227
Korea| South,2022,25-34,3737.895,3301.456,7039.35
Korea| South,2022,35-44,3886.824,3650.633,7537.458
Korea| South,2022,45-54,4321.978,4228.96,8550.941
Korea| South,2022,55-64,4102.267,4141.738,8244.006
Korea| South,2022,65-74,2500.138,2747.109,5247.249
Korea| South,2022,75-84,1167.446,1661.735,2829.181
Korea| South,2022,85+,261.016,716.544,977.562
Korea| South,2023,18-24,2042.031,1876.465,3918.497
Korea| South,2023,25-34,3786.706,3325.46,7112.165
Korea| South,2023,35-44,3843.015,3589.787,7432.803
Korea| South,2023,45-54,4261.985,4155.634,8417.618
Korea| South,2023,55-64,4143.271,4192.884,8336.154
Korea| South,2023,65-74,2631.895,2882.457,5514.349
Korea| South,2023,75-84,1225.377,1711.04,2936.417
Korea| South,2023,85+,277.928,759.455,1037.382
Korea| South,2024,18-24,1958.588,1798.902,3757.489
Korea| South,2024,25-34,3796.742,3334.65,7131.391
Korea| South,2024,35-44,3789.217,3514.125,7303.345
Korea| South,2024,45-54,4199.638,4082.242,8281.877
Korea| South,2024,55-64,4187.475,4239.171,8426.644
Korea| South,2024,65-74,2777.667,3037.06,5814.726
Korea| South,2024,75-84,1280.01,1751.642,3031.654
Korea| South,2024,85+,307.362,814.056,1121.417
Korea| South,2025,18-24,1890.328,1744.954,3635.284
Korea| South,2025,25-34,3770.375,3328.309,7098.688
Korea| South,2025,35-44,3717.381,3418.29,7135.672
Korea| South,2025,45-54,4159.717,4035.66,8195.377
Korea| South,2025,55-64,4202.062,4243.878,8445.942
Korea| South,2025,65-74,2954.969,3229.838,6184.808
Korea| South,2025,75-84,1327.72,1786.031,3113.75
Korea| South,2025,85+,338.555,867.007,1205.567
Korea| South,2026,18-24,1839.538,1710.282,3549.821
Korea| South,2026,25-34,3717.298,3295.819,7013.12
Korea| South,2026,35-44,3651.381,3331.866,6983.249
Korea| South,2026,45-54,4121.169,3990.27,8111.437
Korea| South,2026,55-64,4204.69,4231.865,8436.555
Korea| South,2026,65-74,3150.597,3443.047,6593.643
Korea| South,2026,75-84,1364.514,1810.453,3174.967
Korea| South,2026,85+,371.155,919.843,1290.999
Kyrgyzstan,2020,18-24,373.089,369.526,742.614
Kyrgyzstan,2020,25-34,531.246,553.708,1084.952
Kyrgyzstan,2020,35-44,377.113,388.376,765.488
Kyrgyzstan,2020,45-54,327.119,341.701,668.819
Kyrgyzstan,2020,55-64,254.249,290.4,544.65
Kyrgyzstan,2020,65-74,108.742,137.137,245.875
Kyrgyzstan,2020,75-84,32.132,46.658,78.79
Kyrgyzstan,2020,85+,6.156,12.303,18.457
Kyrgyzstan,2021,18-24,364.182,368.481,732.662
Kyrgyzstan,2021,25-34,546.228,559.006,1105.235
Kyrgyzstan,2021,35-44,410.521,420.564,831.089
Kyrgyzstan,2021,45-54,325.27,343.669,668.941
Kyrgyzstan,2021,55-64,253.566,293.937,547.505
Kyrgyzstan,2021,65-74,111.102,146.053,257.154
Kyrgyzstan,2021,75-84,28.656,44.357,73.013
Kyrgyzstan,2021,85+,6.183,12.237,18.414
Kyrgyzstan,2022,18-24,364.042,370.965,735.008
Kyrgyzstan,2022,25-34,551.435,559.782,1111.216
Kyrgyzstan,2022,35-44,435.427,445.895,881.326
Kyrgyzstan,2022,45-54,328.49,347.811,676.303
Kyrgyzstan,2022,55-64,255.127,297.861,552.991
Kyrgyzstan,2022,65-74,115.766,155.741,271.507
Kyrgyzstan,2022,75-84,27.25,44.037,71.287
Kyrgyzstan,2022,85+,6.328,12.543,18.867
Kyrgyzstan,2023,18-24,370.788,373.621,744.408
Kyrgyzstan,2023,25-34,550.372,559.672,1110.044
Kyrgyzstan,2023,35-44,449.804,461.827,911.633
Kyrgyzstan,2023,45-54,334.485,352.811,687.296
Kyrgyzstan,2023,55-64,259.727,302.91,562.639
Kyrgyzstan,2023,65-74,123.924,167.596,291.521
Kyrgyzstan,2023,75-84,27.681,45.098,72.78
Kyrgyzstan,2023,85+,6.492,13.096,19.585
Kyrgyzstan,2024,18-24,378.945,376.296,755.241
Kyrgyzstan,2024,25-34,546.683,557.863,1104.546
Kyrgyzstan,2024,35-44,465.125,477.79,942.917
Kyrgyzstan,2024,45-54,339.583,357.754,697.333
Kyrgyzstan,2024,55-64,263.611,307.005,570.616
Kyrgyzstan,2024,65-74,132.194,179.503,311.699
Kyrgyzstan,2024,75-84,29.056,47.441,76.495
Kyrgyzstan,2024,85+,6.549,13.567,20.113
Kyrgyzstan,2025,18-24,388.691,380.515,769.207
Kyrgyzstan,2025,25-34,541.732,555.052,1096.785
Kyrgyzstan,2025,35-44,480.117,493.338,973.451
Kyrgyzstan,2025,45-54,345.097,363.713,708.813
Kyrgyzstan,2025,55-64,266.833,309.999,576.831
Kyrgyzstan,2025,65-74,140.63,191.327,331.953
Kyrgyzstan,2025,75-84,31.558,51.274,82.83
Kyrgyzstan,2025,85+,6.515,13.899,20.409
Kyrgyzstan,2026,18-24,401.914,388.693,790.606
Kyrgyzstan,2026,25-34,536.504,551.407,1087.909
Kyrgyzstan,2026,35-44,493.914,507.799,1001.713
Kyrgyzstan,2026,45-54,350.968,370.418,721.385
Kyrgyzstan,2026,55-64,269.62,312.28,581.9
Kyrgyzstan,2026,65-74,149.114,203.104,352.22
Kyrgyzstan,2026,75-84,34.498,56.0,90.499
Kyrgyzstan,2026,85+,6.373,13.969,20.335
Madagascar,2020,18-24,2039.046,2008.374,4047.419
Madagascar,2020,25-34,2093.251,2074.037,4167.287
Madagascar,2020,35-44,1472.715,1476.516,2949.232
Madagascar,2020,45-54,991.553,1009.453,2001.008
Madagascar,2020,55-64,615.073,646.827,1261.904
Madagascar,2020,65-74,314.964,351.892,666.859
Madagascar,2020,75-84,92.744,116.374,209.114
Madagascar,2020,85+,15.78,21.321,37.097
Madagascar,2021,18-24,2082.136,2051.717,4133.853
Madagascar,2021,25-34,2175.286,2156.267,4331.553
Madagascar,2021,35-44,1511.372,1514.366,3025.738
Madagascar,2021,45-54,1029.072,1047.798,2076.871
Madagascar,2021,55-64,631.9,664.743,1296.645
Madagascar,2021,65-74,331.708,370.194,701.9
Madagascar,2021,75-84,94.177,119.05,213.231
Madagascar,2021,85+,15.601,21.559,37.155
Madagascar,2022,18-24,2120.673,2090.614,4211.286
Madagascar,2022,25-34,2262.651,2243.966,4506.615
Madagascar,2022,35-44,1549.93,1552.188,3102.126
Madagascar,2022,45-54,1067.367,1086.911,2154.28
Madagascar,2022,55-64,650.413,683.966,1334.378
Madagascar,2022,65-74,349.198,388.986,738.184
Madagascar,2022,75-84,96.506,122.171,218.677
Madagascar,2022,85+,15.764,21.953,37.716
Madagascar,2023,18-24,2156.144,2126.496,4282.642
Madagascar,2023,25-34,2352.886,2334.272,4687.157
Madagascar,2023,35-44,1590.845,1592.421,3183.265
Madagascar,2023,45-54,1106.924,1127.194,2234.121
Madagascar,2023,55-64,671.056,705.308,1376.363
Madagascar,2023,65-74,367.053,408.092,775.145
Madagascar,2023,75-84,99.975,126.455,226.428
Madagascar,2023,85+,16.151,22.717,38.866
Madagascar,2024,18-24,2190.423,2160.657,4351.08
Madagascar,2024,25-34,2443.373,2424.564,4867.94
Madagascar,2024,35-44,1635.351,1636.325,3271.676
Madagascar,2024,45-54,1147.156,1168.057,2315.215
Madagascar,2024,55-64,693.756,728.733,1422.488
Madagascar,2024,65-74,382.904,425.152,808.054
Madagascar,2024,75-84,106.456,133.769,240.224
Madagascar,2024,85+,16.583,23.596,40.178
Madagascar,2025,18-24,2227.661,2197.061,4424.721
Madagascar,2025,25-34,2530.14,2511.155,5041.295
Madagascar,2025,35-44,1684.727,1685.07,3369.799
Madagascar,2025,45-54,1186.97,1208.439,2395.412
Madagascar,2025,55-64,718.433,754.229,1472.662
Madagascar,2025,65-74,396.473,439.907,836.383
Madagascar,2025,75-84,115.574,143.762,259.335
Madagascar,2025,85+,16.943,24.397,41.335
Madagascar,2026,18-24,2270.325,2238.394,4508.718
Madagascar,2026,25-34,2611.681,2592.82,5204.5
Madagascar,2026,35-44,1739.454,1739.073,3478.521
Madagascar,2026,45-54,1225.38,1247.358,2472.74
Madagascar,2026,55-64,745.362,782.129,1527.49
Madagascar,2026,65-74,409.816,454.382,864.197
Madagascar,2026,75-84,125.04,154.234,279.274
Madagascar,2026,85+,17.259,25.143,42.396
Malaysia,2020,18-24,2267.873,1946.938,4214.81
Malaysia,2020,25-34,3352.333,2777.586,6129.919
Malaysia,2020,35-44,2762.777,2364.714,5127.49
Malaysia,2020,45-54,1840.324,1723.285,3563.61
Malaysia,2020,55-64,1360.603,1318.893,2679.497
Malaysia,2020,65-74,769.294,785.511,1554.806
Malaysia,2020,75-84,269.755,304.607,574.364
Malaysia,2020,85+,61.148,88.727,149.869
Malaysia,2021,18-24,2266.264,1972.52,4238.782
Malaysia,2021,25-34,3379.374,2797.147,6176.523
Malaysia,2021,35-44,2868.864,2450.701,5319.567
Malaysia,2021,45-54,1894.83,1764.832,3659.662
Malaysia,2021,55-64,1391.691,1354.373,2746.062
Malaysia,2021,65-74,804.813,825.337,1630.149
Malaysia,2021,75-84,281.637,318.758,600.397
Malaysia,2021,85+,63.864,91.177,155.038
Malaysia,2022,18-24,2270.457,2001.663,4272.121
Malaysia,2022,25-34,3407.725,2824.359,6232.085
Malaysia,2022,35-44,2972.184,2536.505,5508.685
Malaysia,2022,45-54,1959.128,1811.549,3770.677
Malaysia,2022,55-64,1421.592,1388.847,2810.44
Malaysia,2022,65-74,838.569,863.832,1702.403
Malaysia,2022,75-84,295.302,335.163,630.464
Malaysia,2022,85+,66.642,93.587,160.228
Malaysia,2023,18-24,2264.166,2019.646,4283.813
Malaysia,2023,25-34,3430.986,2853.558,6284.544
Malaysia,2023,35-44,3068.375,2616.962,5685.334
Malaysia,2023,45-54,2034.202,1864.36,3898.563
Malaysia,2023,55-64,1453.285,1423.694,2876.979
Malaysia,2023,65-74,874.659,903.366,1778.023
Malaysia,2023,75-84,312.93,355.807,668.733
Malaysia,2023,85+,71.188,99.378,170.563
Malaysia,2024,18-24,2249.105,2026.814,4275.917
Malaysia,2024,25-34,3442.309,2877.829,6320.138
Malaysia,2024,35-44,3151.194,2686.052,5837.245
Malaysia,2024,45-54,2116.802,1921.976,4038.779
Malaysia,2024,55-64,1485.215,1457.919,2943.13
Malaysia,2024,65-74,912.738,944.163,1856.901
Malaysia,2024,75-84,333.203,379.405,712.607
Malaysia,2024,85+,75.949,105.944,181.892
Malaysia,2025,18-24,2235.532,2030.544,4266.076
Malaysia,2025,25-34,3442.243,2897.669,6339.915
Malaysia,2025,35-44,3219.642,2742.381,5962.024
Malaysia,2025,45-54,2205.853,1984.387,4190.241
Malaysia,2025,55-64,1517.021,1491.138,3008.157
Malaysia,2025,65-74,951.674,985.704,1937.377
Malaysia,2025,75-84,355.406,405.246,760.653
Malaysia,2025,85+,80.158,111.975,192.132
Malaysia,2026,18-24,2221.946,2029.723,4251.669
Malaysia,2026,25-34,3438.115,2919.864,6357.98
Malaysia,2026,35-44,3276.896,2787.921,6064.816
Malaysia,2026,45-54,2301.861,2053.132,4354.993
Malaysia,2026,55-64,1549.914,1523.715,3073.627
Malaysia,2026,65-74,990.382,1026.973,2017.357
Malaysia,2026,75-84,379.729,433.484,813.215
Malaysia,2026,85+,84.31,118.021,202.33
Mexico,2020,18-24,7706.264,7618.008,15324.272
Mexico,2020,25-34,9986.119,10439.8,20425.919
Mexico,2020,35-44,7996.721,9185.71,17182.433
Mexico,2020,45-54,6702.513,7724.065,14426.579
Mexico,2020,55-64,4749.515,5494.545,10244.065
Mexico,2020,65-74,2713.615,3209.64,5923.253
Mexico,2020,75-84,1240.189,1553.254,2793.441
Mexico,2020,85+,354.535,421.049,775.583
Mexico,2021,18-24,7739.199,7636.052,15375.25
Mexico,2021,25-34,10085.733,10502.091,20587.826
Mexico,2021,35-44,8107.604,9284.465,17392.071
Mexico,2021,45-54,6762.647,7859.506,14622.151
Mexico,2021,55-64,4847.981,5655.958,10503.939
Mexico,2021,65-74,2763.364,3311.063,6074.431
Mexico,2021,75-84,1252.72,1587.366,2840.085
Mexico,2021,85+,344.047,424.522,768.567
Mexico,2022,18-24,7777.146,7660.874,15438.017
Mexico,2022,25-34,10163.811,10550.156,20713.965
Mexico,2022,35-44,8237.443,9383.247,17620.688
Mexico,2022,45-54,6831.345,7996.292,14827.635
Mexico,2022,55-64,4965.951,5826.951,10792.905
Mexico,2022,65-74,2840.042,3431.348,6271.39
Mexico,2022,75-84,1277.89,1632.975,2910.866
Mexico,2022,85+,344.19,434.986,779.174
Mexico,2023,18-24,7812.451,7684.07,15496.518
Mexico,2023,25-34,10235.376,10594.408,20829.782
Mexico,2023,35-44,8381.964,9481.461,17863.425
Mexico,2023,45-54,6912.277,8135.739,15048.017
Mexico,2023,55-64,5106.819,6013.814,11120.634
Mexico,2023,65-74,2950.381,3577.504,6527.886
Mexico,2023,75-84,1320.462,1694.217,3014.681
Mexico,2023,85+,362.161,457.131,819.291
Mexico,2024,18-24,7839.794,7696.928,15536.722
Mexico,2024,25-34,10303.691,10627.612,20931.306
Mexico,2024,35-44,8540.57,9586.244,18126.814
Mexico,2024,45-54,6991.659,8267.844,15259.501
Mexico,2024,55-64,5247.863,6199.421,11447.284
Mexico,2024,65-74,3069.891,3734.221,6804.111
Mexico,2024,75-84,1368.06,1760.996,3129.055
Mexico,2024,85+,381.316,479.678,860.993
Mexico,2025,18-24,7850.435,7691.608,15542.04
Mexico,2025,25-34,10370.956,10649.237,21020.194
Mexico,2025,35-44,8718.108,9707.152,18425.263
Mexico,2025,45-54,7065.494,8389.237,15454.734
Mexico,2025,55-64,5385.968,6382.382,11768.35
Mexico,2025,65-74,3192.709,3896.914,7089.622
Mexico,2025,75-84,1419.19,1832.722,3251.91
Mexico,2025,85+,400.305,501.933,902.238
Mexico,2026,18-24,7846.42,7674.324,15520.744
Mexico,2026,25-34,10438.359,10667.369,21105.726
Mexico,2026,35-44,8898.416,9831.399,18729.815
Mexico,2026,45-54,7138.264,8502.569,15640.829
Mexico,2026,55-64,5521.881,6565.248,12087.128
Mexico,2026,65-74,3319.136,4065.408,7384.546
Mexico,2026,75-84,1473.632,1909.294,3382.925
Mexico,2026,85+,419.105,524.539,943.648
Morocco,2020,18-24,2109.28,2003.2,4112.478
Morocco,2020,25-34,2974.853,2871.872,5846.723
Morocco,2020,35-44,2584.424,2577.261,5161.684
Morocco,2020,45-54,2022.885,2035.226,4058.114
Morocco,2020,55-64,1582.376,1580.276,3162.65
Morocco,2020,65-74,881.679,898.425,1780.105
Morocco,2020,75-84,280.281,373.724,654.009
Morocco,2020,85+,44.957,71.041,115.999
Morocco,2021,18-24,2107.338,2000.815,4108.154
Morocco,2021,25-34,2968.985,2856.548,5825.531
Morocco,2021,35-44,2636.284,2620.078,5256.361
Morocco,2021,45-54,2065.159,2075.149,4140.31
Morocco,2021,55-64,1608.674,1625.917,3234.591
Morocco,2021,65-74,928.849,943.27,1872.115
Morocco,2021,75-84,288.481,389.854,678.335
Morocco,2021,85+,44.352,72.727,117.079
Morocco,2022,18-24,2108.111,2003.668,4111.781
Morocco,2022,25-34,2961.856,2841.915,5803.772
Morocco,2022,35-44,2684.631,2658.945,5343.575
Morocco,2022,45-54,2109.487,2118.233,4227.722
Morocco,2022,55-64,1632.876,1667.053,3299.926
Morocco,2022,65-74,979.654,992.93,1972.585
Morocco,2022,75-84,301.074,407.518,708.593
Morocco,2022,85+,45.571,76.599,122.167
Morocco,2023,18-24,2116.78,2014.393,4131.174
Morocco,2023,25-34,2958.598,2833.767,5792.369
Morocco,2023,35-44,2727.119,2693.143,5420.263
Morocco,2023,45-54,2156.09,2165.323,4321.417
Morocco,2023,55-64,1654.192,1702.817,3357.01
Morocco,2023,65-74,1030.781,1046.775,2077.555
Morocco,2023,75-84,317.207,426.015,743.224
Morocco,2023,85+,47.838,82.673,130.507
Morocco,2024,18-24,2133.436,2032.366,4165.801
Morocco,2024,25-34,2953.633,2824.896,5778.53
Morocco,2024,35-44,2766.303,2723.155,5489.458
Morocco,2024,45-54,2204.388,2214.312,4418.701
Morocco,2024,55-64,1676.73,1735.739,3412.468
Morocco,2024,65-74,1078.18,1100.763,2178.939
Morocco,2024,75-84,336.042,445.75,781.795
Morocco,2024,85+,49.894,88.667,138.561
Morocco,2025,18-24,2155.108,2055.05,4210.161
Morocco,2025,25-34,2944.953,2812.844,5757.798
Morocco,2025,35-44,2804.584,2750.549,5555.133
Morocco,2025,45-54,2253.638,2264.312,4517.949
Morocco,2025,55-64,1701.597,1767.288,3468.885
Morocco,2025,65-74,1121.285,1153.357,2274.643
Morocco,2025,75-84,358.032,468.255,826.287
Morocco,2025,85+,51.917,94.676,146.588
Morocco,2026,18-24,2179.438,2080.039,4259.478
Morocco,2026,25-34,2935.274,2800.133,5735.408
Morocco,2026,35-44,2839.143,2772.923,5612.067
Morocco,2026,45-54,2303.461,2314.736,4618.197
Morocco,2026,55-64,1728.546,1797.542,3526.09
Morocco,2026,65-74,1160.967,1205.864,2366.83
Morocco,2026,75-84,382.945,493.431,876.377
Morocco,2026,85+,54.385,101.765,156.146
Mozambique,2020,18-24,2067.775,2106.59,4174.362
Mozambique,2020,25-34,2079.339,2215.998,4295.334
Mozambique,2020,35-44,1257.204,1481.938,2739.137
Mozambique,2020,45-54,805.222,916.039,1721.262
Mozambique,2020,55-64,365.557,648.12,1013.674
Mozambique,2020,65-74,219.996,425.203,645.2
Mozambique,2020,75-84,82.909,114.435,197.344
Mozambique,2020,85+,9.506,13.31,22.809
Mozambique,2021,18-24,2129.817,2166.987,4296.803
Mozambique,2021,25-34,2158.491,2291.279,4449.769
Mozambique,2021,35-44,1314.352,1540.628,2854.978
Mozambique,2021,45-54,830.243,956.986,1787.228
Mozambique,2021,55-64,381.109,642.819,1023.926
Mozambique,2021,65-74,218.771,440.791,659.558
Mozambique,2021,75-84,82.518,120.281,202.798
Mozambique,2021,85+,9.323,13.176,22.497
Mozambique,2022,18-24,2188.9,2224.597,4413.493
Mozambique,2022,25-34,2238.965,2369.25,4608.213
Mozambique,2022,35-44,1376.782,1602.412,2979.196
Mozambique,2022,45-54,851.8,999.424,1851.224
Mozambique,2022,55-64,402.54,641.219,1043.759
Mozambique,2022,65-74,218.193,455.434,673.623
Mozambique,2022,75-84,82.387,126.708,209.095
Mozambique,2022,85+,9.493,13.385,22.872
Mozambique,2023,18-24,2246.202,2280.867,4527.068
Mozambique,2023,25-34,2321.183,2450.055,4771.235
Mozambique,2023,35-44,1440.789,1664.807,3105.6
Mozambique,2023,45-54,875.158,1045.536,1920.694
Mozambique,2023,55-64,430.355,645.914,1076.27
Mozambique,2023,65-74,218.576,469.678,688.253
Mozambique,2023,75-84,83.335,135.073,218.409
Mozambique,2023,85+,9.903,14.049,23.949
Mozambique,2024,18-24,2302.736,2335.184,4637.918
Mozambique,2024,25-34,2407.554,2533.706,4941.262
Mozambique,2024,35-44,1504.184,1725.958,3230.143
Mozambique,2024,45-54,902.295,1094.61,1996.905
Mozambique,2024,55-64,462.585,655.944,1118.53
Mozambique,2024,65-74,218.849,481.325,700.176
Mozambique,2024,75-84,84.36,144.073,228.431
Mozambique,2024,85+,10.296,14.775,25.066
Mozambique,2025,18-24,2359.817,2388.883,4748.701
Mozambique,2025,25-34,2494.93,2617.117,5112.049
Mozambique,2025,35-44,1568.011,1786.577,3354.591
Mozambique,2025,45-54,932.45,1144.969,2077.421
Mozambique,2025,55-64,497.143,671.017,1168.162
Mozambique,2025,65-74,219.293,489.942,709.236
Mozambique,2025,75-84,85.226,153.409,238.632
Mozambique,2025,85+,10.683,15.584,26.262
Mozambique,2026,18-24,2425.885,2451.633,4877.517
Mozambique,2026,25-34,2580.537,2699.287,5279.824
Mozambique,2026,35-44,1634.912,1849.583,3484.498
Mozambique,2026,45-54,963.712,1194.687,2158.4
Mozambique,2026,55-64,532.227,691.283,1223.506
Mozambique,2026,65-74,220.321,495.272,715.593
Mozambique,2026,75-84,86.089,163.248,249.338
Mozambique,2026,85+,11.074,16.494,27.562
